parcel,year,transect,species,hits,Lifeform,Lifecycle
LAW117,2025,6,EPHED,1,Shrub,Perennial
LAW117,2025,6,PSARM,7,Shrub,Perennial
LAW117,2025,6,TEAX,1,Shrub,Perennial
LAW117,2025,7,ATCO,10,Shrub,Perennial
LAW117,2025,7,PSARM,3,Shrub,Perennial
LAW117,2025,8,ATCO,9,Shrub,Perennial
LAW117,2025,8,EPHED,2,Shrub,Perennial
LAW117,2025,8,PSARM,8,Shrub,Perennial
LAW117,2025,9,KRLA2,8,Shrub,Perennial
LAW117,2025,9,PSARM,5,Shrub,Perennial
LAW119,2023,1,ATTO,5,Shrub,Perennial
LAW119,2023,1,DISP,7,Grass,Perennial
LAW119,2023,1,ERNA10,18,Shrub,Perennial
LAW119,2023,1,SPAI,3,Grass,Perennial
LAW119,2023,10,ATCO,2,Shrub,Perennial
LAW119,2023,10,ATTO,12,Shrub,Perennial
LAW119,2023,10,BAHY,2,Herb,Annual
LAW119,2023,10,CAREX,5,Grass,Perennial
LAW119,2023,10,CYDA,2,Grass,Perennial
LAW119,2023,10,DISP,2,Grass,Perennial
LAW119,2023,10,ERNA10,7,Shrub,Perennial
LAW119,2023,10,IVAX,3,Herb,Perennial
LAW119,2023,10,SAVE4,12,Shrub,Perennial
LAW119,2023,10,TYLA,1,Grass,Perennial
LAW119,2023,11,ATTO,3,Shrub,Perennial
LAW119,2023,11,BAHY,14,Herb,Annual
LAW119,2023,11,ELEOC,46,Grass,Perennial
LAW119,2023,11,ERNA10,0,Shrub,Perennial
LAW119,2023,11,LELA2,4,Herb,Perennial
LAW119,2023,11,MUAS,1,Grass,Perennial
LAW119,2023,11,PACA6,1,Grass,Annual
LAW119,2023,11,POFR2,1,Tree,Perennial
LAW119,2023,12,BAHY,7,Herb,Annual
LAW119,2023,12,COCA5,3,Herb,Annual
LAW119,2023,12,ELEOC,14,Grass,Perennial
LAW119,2023,12,EPCI,4,Herb,Perennial
LAW119,2023,12,ERNA10,3,Shrub,Perennial
LAW119,2023,12,HEAN3,3,Herb,Annual
LAW119,2023,12,IVAX,4,Herb,Perennial
LAW119,2023,12,JUARL,1,Grass,Perennial
LAW119,2023,12,LELA2,3,Herb,Perennial
LAW119,2023,12,PACA6,14,Grass,Annual
LAW119,2023,12,SAVE4,2,Shrub,Perennial
LAW119,2023,12,SPAI,22,Grass,Perennial
LAW119,2023,13,ATTO,7,Shrub,Perennial
LAW119,2023,13,BAHY,3,Herb,Annual
LAW119,2023,13,DISP,1,Grass,Perennial
LAW119,2023,13,ERNA10,5,Shrub,Perennial
LAW119,2023,13,LACO13,1,Herb,Annual
LAW119,2023,13,SPAI,41,Grass,Perennial
LAW119,2023,14,ATTO,4,Shrub,Perennial
LAW119,2023,14,DISP,1,Grass,Perennial
LAW119,2023,14,ERNA10,6,Shrub,Perennial
LAW119,2023,14,LACO13,1,Herb,Annual
LAW119,2023,14,SPAI,33,Grass,Perennial
LAW119,2023,15,ATTO,1,Shrub,Perennial
LAW119,2023,15,BAHY,18,Herb,Annual
LAW119,2023,15,CAREX,4,Grass,Perennial
LAW119,2023,15,EPCI,3,Herb,Perennial
LAW119,2023,15,JUTO,4,Grass,Perennial
LAW119,2023,15,LELA2,11,Herb,Perennial
LAW119,2023,15,MUAS,20,Grass,Perennial
LAW119,2023,15,PACA6,2,Grass,Annual
LAW119,2023,15,POFR2,9,Tree,Perennial
LAW119,2023,15,SAEX,3,Shrub,Perennial
LAW119,2023,15,SALA6,1,Tree,Perennial
LAW119,2023,15,TYLA,1,Grass,Perennial
LAW119,2023,16,ATTO,10,Shrub,Perennial
LAW119,2023,16,ERNA10,25,Shrub,Perennial
LAW119,2023,17,ERNA10,18,Shrub,Perennial
LAW119,2023,17,SATR12,4,Herb,Annual
LAW119,2023,18,ATTO,18,Shrub,Perennial
LAW119,2023,18,SAVE4,13,Shrub,Perennial
LAW119,2023,19,ATTO,8,Shrub,Perennial
LAW119,2023,19,BAHY,2,Herb,Annual
LAW119,2023,19,ERNA10,10,Shrub,Perennial
LAW119,2023,19,SATR12,12,Herb,Annual
LAW119,2023,2,ATTO,5,Shrub,Perennial
LAW119,2023,2,BAHY,1,Herb,Annual
LAW119,2023,2,DISP,28,Grass,Perennial
LAW119,2023,2,ERNA10,3,Shrub,Perennial
LAW119,2023,2,LELA2,4,Herb,Perennial
LAW119,2023,2,MUAS,5,Grass,Perennial
LAW119,2023,2,PACA6,35,Grass,Annual
LAW119,2023,20,ATTO,3,Shrub,Perennial
LAW119,2023,20,BAHY,3,Herb,Annual
LAW119,2023,20,CEEX,1,Herb,Annual
LAW119,2023,20,DISP,5,Grass,Perennial
LAW119,2023,20,ELEOC,2,Grass,Perennial
LAW119,2023,20,ERNA10,17,Shrub,Perennial
LAW119,2023,20,HEAN3,10,Herb,Annual
LAW119,2023,20,SPAI,40,Grass,Perennial
LAW119,2023,22,ERIOG,2,Herb_Shrub,Annual/Perennial
LAW119,2023,22,ERNA10,10,Shrub,Perennial
LAW119,2023,22,SATR12,2,Herb,Annual
LAW119,2023,23,ATTO,1,Shrub,Perennial
LAW119,2023,23,BAHY,1,Herb,Annual
LAW119,2023,23,ERNA10,10,Shrub,Perennial
LAW119,2023,23,HAGL,2,Herb,Annual
LAW119,2023,23,SATR12,4,Herb,Annual
LAW119,2023,23,SPAI,1,Grass,Perennial
LAW119,2023,24,ATTO,2,Shrub,Perennial
LAW119,2023,24,ATTO,4,Shrub,Perennial
LAW119,2023,24,CHLE4,1,Herb,Annual
LAW119,2023,24,COCA5,1,Herb,Annual
LAW119,2023,24,CYDA,3,Grass,Perennial
LAW119,2023,24,CYDA,1,Grass,Perennial
LAW119,2023,24,DISP,10,Grass,Perennial
LAW119,2023,24,ELEOC,4,Grass,Perennial
LAW119,2023,24,FORB,6,Herb,Annual
LAW119,2023,24,HOJU,1,Grass,Annual
LAW119,2023,24,IVAX,2,Herb,Perennial
LAW119,2023,24,LACO13,1,Herb,Annual
LAW119,2023,24,LELA2,2,Herb,Perennial
LAW119,2023,24,MUAS,19,Grass,Perennial
LAW119,2023,24,PACA6,15,Grass,Annual
LAW119,2023,24,SAEX,2,Shrub,Perennial
LAW119,2023,24,SPAI,1,Grass,Perennial
LAW119,2023,24,TARA,1,Shrub,Perennial
LAW119,2023,24,TYLA,9,Grass,Perennial
LAW119,2023,25,ELEOC,57,Grass,Perennial
LAW119,2023,25,EPCI,1,Herb,Perennial
LAW119,2023,25,ERNA10,0,Shrub,Perennial
LAW119,2023,25,JUTO,1,Grass,Perennial
LAW119,2023,25,LACO13,1,Herb,Annual
LAW119,2023,25,LELA2,3,Herb,Perennial
LAW119,2023,25,MUAS,3,Grass,Perennial
LAW119,2023,25,TYLA,4,Grass,Perennial
LAW119,2023,26,ERIOG,2,Herb_Shrub,Annual/Perennial
LAW119,2023,26,ERNA10,22,Shrub,Perennial
LAW119,2023,26,SATR12,2,Herb,Annual
LAW119,2023,27,BAHY,38,Herb,Annual
LAW119,2023,27,CAREX,1,Grass,Perennial
LAW119,2023,27,CYDA,2,Grass,Perennial
LAW119,2023,27,ERNA10,17,Shrub,Perennial
LAW119,2023,27,HECU3,1,Herb,Perennial
LAW119,2023,27,IVAX,5,Herb,Perennial
LAW119,2023,27,LACO13,1,Herb,Annual
LAW119,2023,27,SATR12,5,Herb,Annual
LAW119,2023,28,ATTO,2,Shrub,Perennial
LAW119,2023,28,ERIOG,2,Herb_Shrub,Annual/Perennial
LAW119,2023,28,SATR12,3,Herb,Annual
LAW119,2023,29,ATTO,5,Shrub,Perennial
LAW119,2023,29,ERNA10,10,Shrub,Perennial
LAW119,2023,29,IVAX,2,Herb,Perennial
LAW119,2023,29,SATR12,13,Herb,Annual
LAW119,2023,29,SAVE4,1,Shrub,Perennial
LAW119,2023,3,CAREX,2,Grass,Perennial
LAW119,2023,3,CYDA,20,Grass,Perennial
LAW119,2023,3,ELEOC,27,Grass,Perennial
LAW119,2023,3,ERNA10,2,Shrub,Perennial
LAW119,2023,3,HEAN3,3,Herb,Annual
LAW119,2023,3,IVAX,2,Herb,Perennial
LAW119,2023,3,MUAS,1,Grass,Perennial
LAW119,2023,3,PACA6,11,Grass,Annual
LAW119,2023,3,POMO5,6,Grass,Annual
LAW119,2023,3,SALA3,1,Tree,Perennial
LAW119,2023,3,TARA,1,Shrub,Perennial
LAW119,2023,30,ATTO,5,Shrub,Perennial
LAW119,2023,30,BAHY,11,Herb,Annual
LAW119,2023,30,DISP,9,Grass,Perennial
LAW119,2023,30,ERNA10,5,Shrub,Perennial
LAW119,2023,30,IVAX,1,Herb,Perennial
LAW119,2023,30,LELA2,1,Herb,Perennial
LAW119,2023,30,MUAS,4,Grass,Perennial
LAW119,2023,30,POFR2,24,Tree,Perennial
LAW119,2023,31,ERNA10,5,Shrub,Perennial
LAW119,2023,31,MEOF,45,Herb,Annual/Biennial
LAW119,2023,31,MUAS,8,Grass,Perennial
LAW119,2023,31,POFR2,23,Tree,Perennial
LAW119,2023,32,DISP,6,Grass,Perennial
LAW119,2023,32,ERNA10,23,Shrub,Perennial
LAW119,2023,32,SATR12,12,Herb,Annual
LAW119,2023,32,SPAI,3,Grass,Perennial
LAW119,2023,33,BAHY,8,Herb,Annual
LAW119,2023,33,DISP,5,Grass,Perennial
LAW119,2023,33,EPCI,20,Herb,Perennial
LAW119,2023,33,ERNA10,2,Shrub,Perennial
LAW119,2023,33,EUOC4,3,Herb,Perennial
LAW119,2023,33,LELA2,9,Herb,Perennial
LAW119,2023,33,MEOF,3,Herb,Annual/Biennial
LAW119,2023,33,MUAS,9,Grass,Perennial
LAW119,2023,33,POFR2,16,Tree,Perennial
LAW119,2023,33,POMO5,1,Grass,Annual
LAW119,2023,33,SAEX,3,Shrub,Perennial
LAW119,2023,33,TYLA,5,Grass,Perennial
LAW119,2023,34,ATTO,9,Shrub,Perennial
LAW119,2023,34,BAHY,30,Herb,Annual
LAW119,2023,34,ERNA10,3,Shrub,Perennial
LAW119,2023,34,LELA2,12,Herb,Perennial
LAW119,2023,34,SPAI,2,Grass,Perennial
LAW119,2023,35,BAHY,1,Herb,Annual
LAW119,2023,35,CYDA,3,Grass,Perennial
LAW119,2023,35,ELEOC,26,Grass,Perennial
LAW119,2023,35,EUOC4,3,Herb,Perennial
LAW119,2023,35,LELA2,12,Herb,Perennial
LAW119,2023,35,LETR5,4,Grass,Perennial
LAW119,2023,35,MUAS,17,Grass,Perennial
LAW119,2023,35,POFR2,6,Tree,Perennial
LAW119,2023,36,ATTO,27,Shrub,Perennial
LAW119,2023,36,ERNA10,15,Shrub,Perennial
LAW119,2023,36,SATR12,1,Herb,Annual
LAW119,2023,37,ATTO,10,Shrub,Perennial
LAW119,2023,37,BAHY,6,Herb,Annual
LAW119,2023,37,DISP,4,Grass,Perennial
LAW119,2023,37,ERNA10,25,Shrub,Perennial
LAW119,2023,37,HEAN3,1,Herb,Annual
LAW119,2023,37,LACO13,3,Herb,Annual
LAW119,2023,37,LETR5,2,Grass,Perennial
LAW119,2023,37,MEOF,6,Herb,Annual/Biennial
LAW119,2023,37,MUAS,11,Grass,Perennial
LAW119,2023,37,POFR2,3,Tree,Perennial
LAW119,2023,37,PSLU6,2,Herb,Annual
LAW119,2023,39,ASFA,1,Herb,Perennial
LAW119,2023,39,ATTO,3,Shrub,Perennial
LAW119,2023,39,BAHY,1,Herb,Annual
LAW119,2023,39,CYDA,6,Grass,Perennial
LAW119,2023,39,DISP,8,Grass,Perennial
LAW119,2023,39,ELEOC,7,Grass,Perennial
LAW119,2023,39,EPCI,3,Herb,Perennial
LAW119,2023,39,HEAN3,3,Herb,Annual
LAW119,2023,39,IVAX,1,Herb,Perennial
LAW119,2023,39,LELA2,26,Herb,Perennial
LAW119,2023,39,LETR5,1,Grass,Perennial
LAW119,2023,39,MUAS,9,Grass,Perennial
LAW119,2023,39,PACA6,12,Grass,Annual
LAW119,2023,39,SPAI,3,Grass,Perennial
LAW119,2023,39,TARA,5,Shrub,Perennial
LAW119,2023,4,ATTO,4,Shrub,Perennial
LAW119,2023,4,BAHY,1,Herb,Annual
LAW119,2023,4,COCA5,3,Herb,Annual
LAW119,2023,4,DISP,4,Grass,Perennial
LAW119,2023,4,ECCR,1,Grass,Annual
LAW119,2023,4,ERNA10,11,Shrub,Perennial
LAW119,2023,4,LACO13,1,Herb,Annual
LAW119,2023,4,MUAS,2,Grass,Perennial
LAW119,2023,4,POMO5,1,Grass,Annual
LAW119,2023,4,TYLA,1,Grass,Perennial
LAW119,2023,4,XAST,1,Herb,Annual
LAW119,2023,40,ATTO,9,Shrub,Perennial
LAW119,2023,40,BAHY,8,Herb,Annual
LAW119,2023,40,DISP,12,Grass,Perennial
LAW119,2023,40,ERNA10,10,Shrub,Perennial
LAW119,2023,41,ATTO,2,Shrub,Perennial
LAW119,2023,41,DISP,1,Grass,Perennial
LAW119,2023,41,ERNA10,16,Shrub,Perennial
LAW119,2023,42,BAHY,34,Herb,Annual
LAW119,2023,42,EPCI,1,Herb,Perennial
LAW119,2023,42,ERNA10,20,Shrub,Perennial
LAW119,2023,42,IVAX,2,Herb,Perennial
LAW119,2023,43,BAHY,9,Herb,Annual
LAW119,2023,43,BOMA7,5,NA,NA
LAW119,2023,43,EPCI,4,Herb,Perennial
LAW119,2023,43,ERNA10,6,Shrub,Perennial
LAW119,2023,43,IVAX,3,Herb,Perennial
LAW119,2023,43,JUARL,1,Grass,Perennial
LAW119,2023,43,LACO13,2,Herb,Annual
LAW119,2023,43,MEOF,1,Herb,Annual/Biennial
LAW119,2023,43,MUAS,7,Grass,Perennial
LAW119,2023,43,PACA6,1,Grass,Annual
LAW119,2023,43,POFR2,5,Tree,Perennial
LAW119,2023,43,PSLU6,2,Herb,Annual
LAW119,2023,43,TYLA,15,Grass,Perennial
LAW119,2023,44,ATTO,5,Shrub,Perennial
LAW119,2023,44,BAHY,2,Herb,Annual
LAW119,2023,44,CAREX,10,Grass,Perennial
LAW119,2023,44,ELEOC,3,Grass,Perennial
LAW119,2023,44,IVAX,2,Herb,Perennial
LAW119,2023,44,LACO13,1,Herb,Annual
LAW119,2023,44,MUAS,10,Grass,Perennial
LAW119,2023,44,PACA6,3,Grass,Annual
LAW119,2023,44,TYLA,1,Grass,Perennial
LAW119,2023,45,ATTO,9,Shrub,Perennial
LAW119,2023,45,BAHY,31,Herb,Annual
LAW119,2023,45,MUAS,2,Grass,Perennial
LAW119,2023,45,SAVE4,7,Shrub,Perennial
LAW119,2023,46,ATTO,4,Shrub,Perennial
LAW119,2023,46,BAHY,1,Herb,Annual
LAW119,2023,46,CYDA,2,Grass,Perennial
LAW119,2023,46,DISP,1,Grass,Perennial
LAW119,2023,46,ELEOC,23,Grass,Perennial
LAW119,2023,46,HECU3,2,Herb,Perennial
LAW119,2023,46,IVAX,7,Herb,Perennial
LAW119,2023,46,LACO13,2,Herb,Annual
LAW119,2023,46,LELA2,3,Herb,Perennial
LAW119,2023,46,MUAS,6,Grass,Perennial
LAW119,2023,46,PACA6,24,Grass,Annual
LAW119,2023,47,BAHY,2,Herb,Annual
LAW119,2023,47,DISP,1,Grass,Perennial
LAW119,2023,47,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW119,2023,47,ERNA10,29,Shrub,Perennial
LAW119,2023,47,LACO13,1,Herb,Annual
LAW119,2023,47,OENOT,1,Herb,Annual/Biennial/Perennial
LAW119,2023,47,SATR12,5,Herb,Annual
LAW119,2023,48,ATTO,20,Shrub,Perennial
LAW119,2023,48,BAHY,5,Herb,Annual
LAW119,2023,48,COCA5,2,Herb,Annual
LAW119,2023,48,ELEOC,5,Grass,Perennial
LAW119,2023,48,EPCI,2,Herb,Perennial
LAW119,2023,48,JUARL,1,Grass,Perennial
LAW119,2023,48,MUAS,2,Grass,Perennial
LAW119,2023,49,ATTO,1,Shrub,Perennial
LAW119,2023,49,BAHY,1,Herb,Annual
LAW119,2023,49,CAREX,16,Grass,Perennial
LAW119,2023,49,DISP,4,Grass,Perennial
LAW119,2023,49,EPCI,5,Herb,Perennial
LAW119,2023,49,JUARL,2,Grass,Perennial
LAW119,2023,49,LELA2,2,Herb,Perennial
LAW119,2023,49,MUAS,23,Grass,Perennial
LAW119,2023,49,POFR2,4,Tree,Perennial
LAW119,2023,49,POMO5,4,Grass,Annual
LAW119,2023,49,SAEX,2,Shrub,Perennial
LAW119,2023,49,TARA,2,Shrub,Perennial
LAW119,2023,49,TYLA,16,Grass,Perennial
LAW119,2023,5,ERNA10,2,Shrub,Perennial
LAW119,2023,5,SATR12,9,Herb,Annual
LAW119,2023,5,STEPH,1,Herb_Shrub,Perennial
LAW119,2023,50,BAHY,2,Herb,Annual
LAW119,2023,50,CAREX,7,Grass,Perennial
LAW119,2023,50,COCA5,1,Herb,Annual
LAW119,2023,50,CYDA,2,Grass,Perennial
LAW119,2023,50,DISP,5,Grass,Perennial
LAW119,2023,50,ELEOC,11,Grass,Perennial
LAW119,2023,50,EPCI,12,Herb,Perennial
LAW119,2023,50,JUARL,3,Grass,Perennial
LAW119,2023,50,LELA2,1,Herb,Perennial
LAW119,2023,50,MUAS,18,Grass,Perennial
LAW119,2023,50,PACA6,8,Grass,Annual
LAW119,2023,50,POFR2,2,Tree,Perennial
LAW119,2023,50,SAEX,16,Shrub,Perennial
LAW119,2023,50,SPAI,1,Grass,Perennial
LAW119,2023,50,TARA,1,Shrub,Perennial
LAW119,2023,50,TYLA,1,Grass,Perennial
LAW119,2023,51,ASFA,4,Herb,Perennial
LAW119,2023,51,DISP,6,Grass,Perennial
LAW119,2023,51,ELEOC,13,Grass,Perennial
LAW119,2023,51,EPCI,5,Herb,Perennial
LAW119,2023,51,ERNA10,1,Shrub,Perennial
LAW119,2023,51,HEAN3,1,Herb,Annual
LAW119,2023,51,IVAX,2,Herb,Perennial
LAW119,2023,51,LETR5,4,Grass,Perennial
LAW119,2023,51,MUAS,4,Grass,Perennial
LAW119,2023,51,PACA6,4,Grass,Annual
LAW119,2023,51,POMO5,3,Grass,Annual
LAW119,2023,51,SPAI,9,Grass,Perennial
LAW119,2023,52,ATTO,20,Shrub,Perennial
LAW119,2023,52,BAHY,6,Herb,Annual
LAW119,2023,52,CYDA,2,Grass,Perennial
LAW119,2023,52,DISP,37,Grass,Perennial
LAW119,2023,52,EPCI,2,Herb,Perennial
LAW119,2023,52,IVAX,2,Herb,Perennial
LAW119,2023,52,MUAS,3,Grass,Perennial
LAW119,2023,52,PACA6,7,Grass,Annual
LAW119,2023,53,ERIOG,2,Herb_Shrub,Annual/Perennial
LAW119,2023,53,ERNA10,5,Shrub,Perennial
LAW119,2023,53,SATR12,6,Herb,Annual
LAW119,2023,54,ATTO,15,Shrub,Perennial
LAW119,2023,54,BAHY,2,Herb,Annual
LAW119,2023,54,ERNA10,7,Shrub,Perennial
LAW119,2023,54,IVAX,5,Herb,Perennial
LAW119,2023,54,SATR12,3,Herb,Annual
LAW119,2023,54,SPAI,4,Grass,Perennial
LAW119,2023,55,ATTO,2,Shrub,Perennial
LAW119,2023,55,DISP,6,Grass,Perennial
LAW119,2023,55,ERNA10,20,Shrub,Perennial
LAW119,2023,55,SATR12,13,Herb,Annual
LAW119,2023,56,ATTO,4,Shrub,Perennial
LAW119,2023,56,BAHY,5,Herb,Annual
LAW119,2023,56,COCA5,2,Herb,Annual
LAW119,2023,56,DISP,1,Grass,Perennial
LAW119,2023,56,ELEOC,5,Grass,Perennial
LAW119,2023,56,EPCI,1,Herb,Perennial
LAW119,2023,56,EUOC4,5,Herb,Perennial
LAW119,2023,56,IVAX,7,Herb,Perennial
LAW119,2023,56,MEOF,9,Herb,Annual/Biennial
LAW119,2023,56,MUAS,22,Grass,Perennial
LAW119,2023,56,PACA6,1,Grass,Annual
LAW119,2023,56,POFR2,14,Tree,Perennial
LAW119,2023,56,PSLU6,1,Herb,Annual
LAW119,2023,56,SAEX,3,Shrub,Perennial
LAW119,2023,57,ATCO,1,Shrub,Perennial
LAW119,2023,57,ATTO,5,Shrub,Perennial
LAW119,2023,57,BAHY,4,Herb,Annual
LAW119,2023,57,ERNA10,1,Shrub,Perennial
LAW119,2023,57,SAVE4,7,Shrub,Perennial
LAW119,2023,58,ATTO,17,Shrub,Perennial
LAW119,2023,58,BAHY,1,Herb,Annual
LAW119,2023,58,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW119,2023,58,ERNA10,13,Shrub,Perennial
LAW119,2023,59,BAHY,13,Herb,Annual
LAW119,2023,59,CYDA,20,Grass,Perennial
LAW119,2023,59,DISP,2,Grass,Perennial
LAW119,2023,59,HEAN3,1,Herb,Annual
LAW119,2023,59,HECU3,1,Herb,Perennial
LAW119,2023,59,IVAX,2,Herb,Perennial
LAW119,2023,59,LACO13,4,Herb,Annual
LAW119,2023,59,LASE,1,Herb,Annual
LAW119,2023,59,LELA2,10,Herb,Perennial
LAW119,2023,59,MEOF,2,Herb,Annual/Biennial
LAW119,2023,59,MUAS,9,Grass,Perennial
LAW119,2023,59,PACA6,6,Grass,Annual
LAW119,2023,59,SPAI,1,Grass,Perennial
LAW119,2023,6,CAREX,1,Grass,Perennial
LAW119,2023,6,ERNA10,29,Shrub,Perennial
LAW119,2023,6,LACO13,2,Herb,Annual
LAW119,2023,60,ATTO,1,Shrub,Perennial
LAW119,2023,60,BAHY,24,Herb,Annual
LAW119,2023,60,CYDA,21,Grass,Perennial
LAW119,2023,60,ERNA10,7,Shrub,Perennial
LAW119,2023,60,HEAN3,6,Herb,Annual
LAW119,2023,60,IVAX,7,Herb,Perennial
LAW119,2023,60,MEOF,1,Herb,Annual/Biennial
LAW119,2023,60,PACA6,5,Grass,Annual
LAW119,2023,61,ATTO,30,Shrub,Perennial
LAW119,2023,61,ERNA10,8,Shrub,Perennial
LAW119,2023,61,SPAI,1,Grass,Perennial
LAW119,2023,62,ASFA,2,Herb,Perennial
LAW119,2023,62,ATTO,2,Shrub,Perennial
LAW119,2023,62,CAREX,1,Grass,Perennial
LAW119,2023,62,ELEOC,26,Grass,Perennial
LAW119,2023,62,EPCI,2,Herb,Perennial
LAW119,2023,62,ERNA10,1,Shrub,Perennial
LAW119,2023,62,FORB,1,Herb,Annual
LAW119,2023,62,IVAX,2,Herb,Perennial
LAW119,2023,62,LACO13,1,Herb,Annual
LAW119,2023,62,LETR5,12,Grass,Perennial
LAW119,2023,62,MUAS,8,Grass,Perennial
LAW119,2023,62,PACA6,2,Grass,Annual
LAW119,2023,62,POMO5,1,Grass,Annual
LAW119,2023,62,SAVE4,1,Shrub,Perennial
LAW119,2023,63,ATTO,1,Shrub,Perennial
LAW119,2023,63,BAHY,9,Herb,Annual
LAW119,2023,63,DISP,1,Grass,Perennial
LAW119,2023,63,ELEOC,6,Grass,Perennial
LAW119,2023,63,EPCI,1,Herb,Perennial
LAW119,2023,63,ERNA10,3,Shrub,Perennial
LAW119,2023,63,JUARL,2,Grass,Perennial
LAW119,2023,63,LACO13,1,Herb,Annual
LAW119,2023,63,LELA2,1,Herb,Perennial
LAW119,2023,63,MUAS,1,Grass,Perennial
LAW119,2023,63,SAVE4,7,Shrub,Perennial
LAW119,2023,64,ATTO,23,Shrub,Perennial
LAW119,2023,64,BAHY,11,Herb,Annual
LAW119,2023,64,CAREX,1,Grass,Perennial
LAW119,2023,64,CYDA,1,Grass,Perennial
LAW119,2023,64,DISP,1,Grass,Perennial
LAW119,2023,64,ERNA10,9,Shrub,Perennial
LAW119,2023,64,IVAX,1,Herb,Perennial
LAW119,2023,64,MUAS,4,Grass,Perennial
LAW119,2023,64,SATR12,1,Herb,Annual
LAW119,2023,64,SAVE4,1,Shrub,Perennial
LAW119,2023,7,ATTO,28,Shrub,Perennial
LAW119,2023,7,DISP,2,Grass,Perennial
LAW119,2023,8,ATTO,9,Shrub,Perennial
LAW119,2023,8,ERNA10,9,Shrub,Perennial
LAW119,2023,8,SPAI,8,Grass,Perennial
LAW119,2023,9,ATTO,2,Shrub,Perennial
LAW119,2023,9,BAHY,28,Herb,Annual
LAW119,2023,9,CAREX,1,Grass,Perennial
LAW119,2023,9,LACO13,1,Herb,Annual
LAW119,2023,9,LELA2,9,Herb,Perennial
LAW119,2023,9,MUAS,31,Grass,Perennial
LAW119,2023,9,SAVE4,2,Shrub,Perennial
LAW119,2023,9,TYLA,3,Grass,Perennial
LAW119,2025,10c,ASFA,1,Herb,Perennial
LAW119,2025,10c,ATTO,2,Shrub,Perennial
LAW119,2025,10c,BAHY,0,Herb,Annual
LAW119,2025,10c,CYDA,0,Grass,Perennial
LAW119,2025,10c,DISP,1,Grass,Perennial
LAW119,2025,10c,ELTR3,0,Grass,Perennial
LAW119,2025,10c,ERNA10,17,Shrub,Perennial
LAW119,2025,10c,IVAX,0,Herb,Perennial
LAW119,2025,10c,JUBA,1,Grass,Perennial
LAW119,2025,10c,JUME4,0,Grass,Perennial
LAW119,2025,10c,LELA2,2,Herb,Perennial
LAW119,2025,10c,MEAL2,0,Herb,Annual
LAW119,2025,10c,MUAS,0,Grass,Perennial
LAW119,2025,10c,POFR2,0,Tree,Perennial
LAW119,2025,10c,SAEX,0,Shrub,Perennial
LAW119,2025,10c,SATR12,0,Herb,Annual
LAW119,2025,10c,SAVE4,8,Shrub,Perennial
LAW119,2025,10c,SPAI,0,Grass,Perennial
LAW119,2025,10c,TARA,0,Shrub,Perennial
LAW119,2025,11a,ASFA,1,Herb,Perennial
LAW119,2025,11a,ATTO,1,Shrub,Perennial
LAW119,2025,11a,BAHY,0,Herb,Annual
LAW119,2025,11a,CYDA,0,Grass,Perennial
LAW119,2025,11a,DISP,2,Grass,Perennial
LAW119,2025,11a,ELTR3,0,Grass,Perennial
LAW119,2025,11a,ERNA10,2,Shrub,Perennial
LAW119,2025,11a,IVAX,0,Herb,Perennial
LAW119,2025,11a,JUBA,1,Grass,Perennial
LAW119,2025,11a,JUME4,0,Grass,Perennial
LAW119,2025,11a,LELA2,2,Herb,Perennial
LAW119,2025,11a,MEAL2,0,Herb,Annual
LAW119,2025,11a,MUAS,0,Grass,Perennial
LAW119,2025,11a,POFR2,0,Tree,Perennial
LAW119,2025,11a,SAEX,0,Shrub,Perennial
LAW119,2025,11a,SATR12,0,Herb,Annual
LAW119,2025,11a,SAVE4,13,Shrub,Perennial
LAW119,2025,11a,SPAI,0,Grass,Perennial
LAW119,2025,11a,TARA,0,Shrub,Perennial
LAW119,2025,12a,ASFA,0,Herb,Perennial
LAW119,2025,12a,ATTO,13,Shrub,Perennial
LAW119,2025,12a,BAHY,0,Herb,Annual
LAW119,2025,12a,CYDA,0,Grass,Perennial
LAW119,2025,12a,DISP,1,Grass,Perennial
LAW119,2025,12a,ELTR3,0,Grass,Perennial
LAW119,2025,12a,ERNA10,2,Shrub,Perennial
LAW119,2025,12a,IVAX,0,Herb,Perennial
LAW119,2025,12a,JUBA,0,Grass,Perennial
LAW119,2025,12a,JUME4,0,Grass,Perennial
LAW119,2025,12a,LELA2,0,Herb,Perennial
LAW119,2025,12a,MEAL2,0,Herb,Annual
LAW119,2025,12a,MUAS,0,Grass,Perennial
LAW119,2025,12a,POFR2,0,Tree,Perennial
LAW119,2025,12a,SAEX,0,Shrub,Perennial
LAW119,2025,12a,SATR12,0,Herb,Annual
LAW119,2025,12a,SAVE4,5,Shrub,Perennial
LAW119,2025,12a,SPAI,0,Grass,Perennial
LAW119,2025,12a,TARA,0,Shrub,Perennial
LAW119,2025,13a,ASFA,0,Herb,Perennial
LAW119,2025,13a,ATTO,24,Shrub,Perennial
LAW119,2025,13a,BAHY,0,Herb,Annual
LAW119,2025,13a,CYDA,0,Grass,Perennial
LAW119,2025,13a,DISP,0,Grass,Perennial
LAW119,2025,13a,ELTR3,0,Grass,Perennial
LAW119,2025,13a,ERNA10,1,Shrub,Perennial
