parcel,transect,species,hits,year,bearing,parcel_aggregate,NameChange,SubClass,SuperOrder,alt_order,Order,Family,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore.Seed,Gymnosperm.Angio,Monocot.Dicot,tbl_species_veg_type_ID,addition_origin,percent_cover,tcov
LAW090,73,SATR12,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,73,ATCA2,22,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,11,11
LAW090,73,ATPO,18,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,9,9
LAW090,73,KRLA2,4,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW090,74,ATCA2,7,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5,3.5000000000000004
LAW090,74,ATPO,42,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,21,21
LAW090,74,SPAI,5,2022,NA,LAW090,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,2.5,2.5
LAW090,75,SATR12,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,75,ATCA2,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,75,ATPO,36,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,18,18
LAW090,75,ATTO,5,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW090,76,SATR12,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,76,ATCA2,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,76,ATPO,5,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW090,76,ERNA10,28,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,14,14.000000000000002
LAW090,77,SATR12,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,77,ATCA2,18,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,9,9
LAW090,77,ATPO,14,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7,7.000000000000001
LAW090,78,SATR12,17,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,8.5,8.5
LAW090,78,ATCA2,9,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW090,78,ATPO,14,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7,7.000000000000001
LAW090,78,ARTR2,4,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Artemisia tridentata,Artemisia,tridentata,"sagebrush, Big",NA,"7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW090,78,ERNA10,8,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4,4
LAW090,79,SATR12,45,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,22.5,22.5
LAW090,79,ATCA2,4,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW090,79,ATPO,7,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5,3.5000000000000004
LAW090,79,ATTO,7,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5,3.5000000000000004
LAW090,79,MACA17,1,2022,NA,LAW090,-1,NA,NA,NA,Asterales,Asteraceae,Machaeranthera carnosa,Machaeranthera,carnosa,"aster, Shrubby alkali",Arida carnosa,"1,2,3,4,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACW,OBL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,80,SATR12,4,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW090,80,ATCA2,5,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW090,80,ATPO,38,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,19,19
LAW090,80,KRLA2,4,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW118,1,ERNA10,72,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,36,36
LAW118,1,ATCA2,6,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW118,1,DISP,2,2023,NA,LAW129_118,0,NA,NA,NA,Poales,Poaceae,Distichlis spicata,Distichlis,spicata,Saltgrass,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FACW,FAC+*,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1,1
LAW118,1,SATR12,39,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,19.5,19.5
LAW118,1,IVAX,4,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Iva axillaris,Iva,axillaris,"weed, Poverty",NA,"1,2,3,4,6,7,8",GW dependent,0,0,-1,0,Perennial,weed,FAC,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,2,2
LAW118,2,ERNA10,37,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,18.5,18.5
LAW118,2,ATCA2,29,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,14.5,14.499999999999998
LAW118,2,SATR12,58,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,29,28.999999999999996
LAW118,2,IVAX,3,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Iva axillaris,Iva,axillaris,"weed, Poverty",NA,"1,2,3,4,6,7,8",GW dependent,0,0,-1,0,Perennial,weed,FAC,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW118,2,SPAI,2,2023,NA,LAW129_118,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1,1
LAW118,3,ERNA10,2,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,1,1
LAW118,3,ATCA2,22,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,11,11
LAW118,3,SATR12,52,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,26,26
LAW118,3,ATPO,6,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW118,4,ERNA10,18,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,9,9
LAW118,4,ATCA2,25,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,12.5,12.5
LAW118,4,SATR12,36,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,18,18
LAW118,4,IVAX,2,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Iva axillaris,Iva,axillaris,"weed, Poverty",NA,"1,2,3,4,6,7,8",GW dependent,0,0,-1,0,Perennial,weed,FAC,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW118,5,ERNA10,46,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,23,23
LAW118,5,ATCA2,35,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,17.5,17.5
LAW118,5,SATR12,18,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9,9
LAW118,5,ATPO,5,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW118,5,ACHY,1,2023,NA,LAW129_118,-1,NA,NA,NA,Poales,Poaceae,Achnatherum hymenoides,Achnatherum,hymenoides,"ricegrass, Indian",Stipa hymenoides,"1,2,3,4,7,8",0,0,0,0,0,Perennial,grass,UPL,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,0.5,0.5
LAW118,6,ERNA10,13,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,6.5,6.5
LAW118,6,ATCA2,15,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5,7.5
LAW118,6,SATR12,52,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,26,26
LAW118,6,ATPO,5,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW118,6,STPA4,1,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Stephanomeria pauciflora,Stephanomeria,pauciflora,"wire-lettuce, Common",NA,"1,2,4,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,6,ERDE6,1,2023,NA,LAW129_118,0,NA,NA,NA,Polygonales,Polygonaceae,Eriogonum deflexum,Eriogonum,deflexum,"buckwheat, Skeleton","usually flat-topped, white flowers hanging down","2,3,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,7,ERNA10,14,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,7,7.000000000000001
LAW118,7,ATCA2,14,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7,7.000000000000001
LAW118,7,SATR12,46,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,23,23
LAW118,7,ATPO,8,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW118,7,SYAS3,1,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Symphyotrichum ascendens,Symphyotrichum,ascendens,"aster, Long-leaved",NA,"2,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA,0.5,0.5
LAW118,8,ERCI6,1,2023,NA,LAW129_118,0,NA,NA,NA,Geraniales,Geraniaceae,Erodium cicutarium,Erodium,cicutarium,"filaree, Redstem",NA,"1,2,3,4,5,6,7",0,-1,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,8,COAR4,1,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Convolvulaceae,Convolvulus arvensis,Convolvulus,arvensis,"bindweed, Field",NA,"2,4,6,7,8",0,-1,0,-1,0,Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,8,LACO13,7,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Laennecia coulteri,Laennecia,coulteri,"horseweed, Coulter's",NA,"2,4,6,7",GW dependent,0,0,-1,0,Annual,forb,FAC+,FAC,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA,3.5,3.5000000000000004
LAW118,8,SATR12,77,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,38.5,38.5
LAW118,8,KRLA2,1,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,8,ERNA10,12,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,6,6
LAW118,8,ATCA2,9,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW118,9,SATR12,38,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,19,19
LAW118,9,ERNA10,17,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,8.5,8.5
LAW118,9,ARTR2,2,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Artemisia tridentata,Artemisia,tridentata,"sagebrush, Big",NA,"7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW118,9,ATPO,1,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW118,10,SATR12,76,2023,NA,LAW129_118,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,38,38
LAW118,10,ERNA10,6,2023,NA,LAW129_118,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3,3
