NameChange,SubClass,SuperOrder,alt_order,Order,Family,Code,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore/Seed,Gymnosperm/Angio,Monocot/Dicot,tbl_species_veg_type_ID,addition_origin
0,NA,NA,NA,Poales,Poaceae,POPR,Poa pratensis,Poa,pratensis,"bluegrass, Kentucky",NA,"1,2,6,7,8",0,0,0,-1,0,Perennial,weed,FACU,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Potamogetonales,Potamogetonaceae,POPU7,Potamogeton pusillus,Potamogeton,pusillus,"pondweed, Small",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Salicales,Salicaceae,POPUL,Populus sp.,Populus,sp,Cottonwood /Poplar,NA,4,GW dependent,0,0,0,0,Perennial,shrub,n/a,n/a,2,NA,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Potamogetonales,Potamogetonaceae,POPUT3,Potamogeton pusillus var. tenuissimus,Potamogeton,pusillus,"pondweed, Small",Potamogeton berchtoldii,2,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,POSA12,Poa sanbergii,Poa,sanbergii,"bluegrass, One-sided",Poa secunda ssp. secunda,1,0,0,0,0,0,Perennial,grass,FACU*,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,POSA23,Polygonum salicifolium,Polygonum,salicifolium,"knotweed, Willow-leafed",NA,7,GW dependent,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,POSC,Poa scabrella,Poa,scabrella,"bluegrass, Pine",Poa secunda ssp. secunda,"1,2,6",0,0,0,0,0,Perennial,grass,FACU*,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,POSE,Poa secunda,Poa,secunda,"bluegrass, Pine/Sandberg",NA,"7,8",0,0,0,0,0,Perennial,grass,FACU,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,POSEJ,Poa secunda spp. juncifolia,Poa,secunda,"bluegrass, Alkali",NA,"4,7",0,0,0,0,0,Perennial,grass,FACU,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,POSEN?,Poa secunda ssp. nevadensis,Poa,secunda,"bluegrass, Nevada",Not listed in Jepson or IMF,"1,2,3",0,0,0,0,0,Perennial,grass,FAC*,FACU,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,POSES6,Poa secunda ssp. secunda,Poa,secunda,"bluegrass, One-sided",NA,"1,2,6",0,0,0,0,0,Perennial,grass,FACU*,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Potamogetonales,Potamogetonaceae,POTAM,Potamogeton sp.,Potamogeton,sp,Pondweed,NA,"0,7",GW dependent,0,0,0,0,Annual/Perennial,forb,n/a,n/a,4,NA,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,POTEN,Potentilla sp.,Potentilla,sp,cinquefoil,NA,8,0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,NA,NA,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Salicales,Salicaceae,POTR15,Populus trichocarpa,Populus,trichocarpa,"cottomwood, Black",Populus balsamifera ssp. trichocarpa,1,GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW,NA,Native,Tree,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Salicales,Salicaceae,POTR5,Populus tremuloides,Populus,tremuloides,"aspen, Quaking",NA,"7,8",GW dependent,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,POVI9,Polypogon viridis,Polypogon,viridis,"bentgrass, Water",NA,"0,7",GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,NA,**,PPFF,Perennial Forb,Perennial,Forb,**,NA,"1,4",0,0,0,0,0,Perennial,forb,n/a,n/a,5,NA,Herb,NA,NA,NA,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PRAN2,Prunus andersonii,Prunus,andersonii,"peach, Desert",NA,"1,2,4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PRDO,Prunus domestica,Prunus,domestica,"plum, European",NA,7,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PREX,Prenanthella exigua,Prenanthella,exigua,Brightwhite,NA,"2,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PRFR,Prunus fremontii,Prunus,fremontii,"apricot, Desert",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,PRPU,Prosopis pubescens,Prosopis,pubescens,"mesquite, Screw-bean",NA,"2,4,7",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PRUNU,Prunus sp.,Prunus,sp,Plum/Cherry,NA,8,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,PSAN,Psathyrotes annua,Psathyrotes,annua,Fan-leaf,NA,"1,2,3,4",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,PSAR4,Psorothamnus arborescens,Psorothamnus,arborescens,"indigo bush, Mojave",NA,8,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,PSARA,Psorothamnus arborescens var. arborescens,Psorothamnus,arborescens,"indigo bush, Mojave",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,PSARM,Psorothamnus arborescens var. minutifolius,Psorothamnus,arborescens,"indigo bush, Northern Mojave",NA,"1,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PSATH,Psathyrotes sp.,Psathyrotes,sp,Turtleback /Psathyrotes,NA,4,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,PSFR,Psorothamnus fremontii,Psorothamnus,fremontii,"indigo bush, Fremont's",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PSLU6,Pseudognaphalium luteoalbum,Pseudognaphalium,luteoalbum,"cudweed, Jersey",NA,"3,4,5,7",GW dependent,0,0,-1,0,Annual,forb,FACW-,FACW,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,PSORO,Psorothamnus sp.,Psorothamnus,sp,"bush, Indigo/Dalea",NA,0,0,0,0,0,0,Perennial,NA,NA,NA,NA,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,PSPO,Psorothamnus polydenius,Psorothamnus,polydenius,"dalea, Dotted",NA,"1,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PSRA,Psathyrotes ramosissima,Psathyrotes,ramosissima,"turtleback, Velvet",NA,"2,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PSST7,Pseudognaphalium stramineum,Pseudognaphalium,stramineum,"cudweed, Cotton-batting",NA,"2,6,7",GW dependent,0,0,0,0,Annual/Biennial,forb,FAC-,FAC,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,PSTH3,Pseudognaphalium thermale,Pseudognaphalium,thermale,"cudweed, Slender",NA,2,0,0,0,0,0,Biennial/Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,PTDR,Pterostegia drymarioides,Pterostegia,drymarioides,"plant, Valentine",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,PUCCI,Puccinellia sp.,Puccinellia,sp,"grass, Alkali",NA,"7,8",0,0,0,0,0,Annual/Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,PUDI,Puccinellia distans,Puccinellia,distans,"grass, Weeping alkali",NA,"2,7",GW dependent,0,0,0,0,Perennial,weed,OBL,OBL,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Rosales,Rosaceae,PUGL2,Purshia glandulosa,Purshia,glandulosa,"bitterbrush, Sticky",Purshia tridentata var. glandulosa,"1,2",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,PUNU2,Puccinellia nuttalliana,Puccinellia,nuttalliana,"grass, Nuttall's alkali",NA,2,GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PUTR2,Purshia tridentata,Purshia,tridentata,"bitterbrush, Antelope",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PUTRG,Purshia tridentata var. glandulosa,Purshia,tridentata,"bitterbrush, Sticky",NA,"1,2,6,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PYCO,Pyrus communis,Pyrus,communis,"pear, Common",NA,1,0,0,0,0,0,Perennial,weed,n/a,n/a,NA,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,PYRA,Pyrrocoma racemosa,Pyrrocoma,racemosa,"aster, Golden-wand",NA,"1,2,3,4,7,8",GW dependent,0,0,0,0,Perennial,forb,FAC+,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,PYRAS,Pyrrocoma racemosa var. sessiliflora,Pyrrocoma,racemosa,"aster, Clusteded golden-wand",NA,"5,6,7",GW dependent,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,PYRUS,Pyrus sp.,Pyrus,sp,Pear,NA,7,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fagales,Fagaceae,QUGA4,Quercus garryana,Quercus,garryana,"oak, Oregon/Oregon white",NA,0,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fagales,Fagaceae,QUKE,Quercus kelloggii,Quercus,kelloggii,"oak, California black",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fagales,Fagaceae,QULO,Quercus lobata,Quercus,lobata,"oak, Valley",NA,7,GW dependent,0,0,0,0,Perennial,weed,FAC*,NO,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fagales,Fagaceae,QUWI2,Quercus wislizenii,Quercus,wislizenii,"oak, Interior live",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Ranunculales,Ranunculaceae,RAAQ,Ranunculus aquatilis,Ranunculus,aquatilis,"buttercup, White water",NA,"4,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Ranunculales,Ranunculaceae,RAAQC2,Ranunculus aquatilis var. capillaceus,Ranunculus,aquatilis,"buttercup, Thread-leaf water",Ranunculus aquatilis var. diffusus,"2,3,4,5",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Ranunculales,Ranunculaceae,RAAQD,Ranunculus aquatilis var. diffusus,Ranunculus,aquatilis,"buttercup, Thread-leaf water",NA,"2,3,4,5",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Ranunculales,Ranunculaceae,RACY,Ranunculus cymbalaria,Ranunculus,cymbalaria,"buttercup, Alkali",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Ranunculales,Ranunculaceae,RACYS,Ranunculus cymbalaria var. saximontanus,Ranunculus,cymbalaria,"buttercup, Alkali",Ranunculus cymbalaria,"2,3,4,5",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Ranunculales,Ranunculaceae,RAHY,Ranunculus hydrocharoides,Ranunculus,hydrocharoides,"buttercup, Frogs-bit",NA,"2,4,7",GW dependent,0,0,0,-1,Perennial,forb,OBL,NO,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rhamnales,Rhamnaceae,RHAMN,Rhamnus sp.,Rhamnus,sp,Buckthorn/ Coffeberry,NA,0,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Rhamnales,Rhamnaceae,RHCA,Rhamnus californica,Rhamnus,californica,"coffeeberry, California",Frangula californica,1,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Rhamnales,Rhamnaceae,RHTO6,Rhamnus tomentella,Rhamnus,tomentella,"coffeeberry, Hoary",Frangula californica ssp. tomentella,"4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Rhamnales,Rhamnaceae,RHTOU,Rhamnus tomentella ssp. ursina,Rhamnus,tomentella,"coffeeberry, Hoary",Frangula californica ssp. ursina,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RIAU,Ribes aureum,Ribes,aureum,"currant, Golden",NA,7,GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RIAUA,Ribes aureum var. aureum,Ribes,aureum,"currant, Golden",NA,7,GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RIBES,Ribes sp.,Ribes,sp,Currant/Gooseberry,NA,0,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RICE,Ribes cereum,Ribes,cereum,"currant, Wax",NA,7,0,0,0,0,0,Perennial,shrub,NI,NI,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RINE,Ribes nevadense,Ribes,nevadense,"currant, Mountain pink",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,NA,NA,RIPAR,NA,NA,NA,Riparian,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RIRO,Ribes roezlii,Ribes,roezlii,"gooseberry, Sierra",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Saxifragales,Grossulariaceae,RIVE,Ribes velutinum,Ribes,velutinum,"gooseberry, Desert",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ROBIN,Robinia sp.,Robinia,sp,Locust,NA,4,GW dependent,0,0,-1,0,Perennial,weed,n/a,n/a,2,Non-native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Capparales,Brassicaceae,ROISO2,Rorippa islandica var. occidentalis,Rorippa,islandica,"cress, Western bog yellow",Rorippa palustris var. occidentalis,2,GW dependent,0,0,0,0,Annual/Biennial/Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Capparales,Brassicaceae,RONA2,Rorippa nasturtium-aquaticum,Rorippa,nasturtium,"cress, Water",Nasturtium officinale,"2,4,5,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,RONE,Robinia neomexicana,Robinia,neomexicana,"locust, Desert",NA,7,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Capparales,Brassicaceae,ROPAO,Rorippa palustris var. occidentalis,Rorippa,palustris,"cress, Western bog yellow",Rorippa palustris var. palustris,"2,3",GW dependent,0,0,0,0,Annual/Biennial/Perennial,forb,NA,NA,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,ROPAP,Rorippa palustris var. palustris,Rorippa,palustris,"cress, Western bog yellow",NA,"2,3",GW dependent,0,0,0,0,Annual/Biennial/Perennial,forb,OBL,OBL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,ROPS,Robinia pseudoacacia,Robinia,pseudoacacia,"locust, Black",NA,"1,2,3,4,6,7,8",GW dependent,0,-1,-1,0,Perennial,weed,FAC*,FACU,2,Non-native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
NA,NA,NA,NA,Capparales,Brassicaceae,RORIP,Rorippa sp.,Rorippa,sp,cress,NA,NA,GW dependent,0,0,0,0,Annual/Biennial/Perennial,forb,OBL,OBL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Rosales,Rosaceae,ROSA5,Rosa sp.,Rosa,sp,Rose,NA,"4,7",GW dependent,0,0,0,0,Perennial,shrub,n/a,n/a,2,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,ROSI2,Rorippa sinuata,Rorippa,sinuata,"cress, Spreading yellow",NA,"2,4,8",GW dependent,0,0,0,0,Perennial,forb,FACW,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,ROWO,Rosa woodsii,Rosa,woodsii,"rose, Wood's",NA,"1,2,3,4,6,7,8",GW dependent,0,0,0,0,Perennial,shrub,FAC-,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,ROWOU,Rosa woodsii var. ultramontana,Rosa,woodsii,"rose, Intermountain",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC-,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,RUAR9,Rubus armeniacus,Rubus,armeniacus,"blackberry, Himalayan",NA,7,GW dependent,-1,0,0,0,Perennial,shrub,FACW*,NI,NA,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUCA,Rumex californicus,Rumex,californicus,"dock, Toothed willow",NA,4,GW dependent,0,-1,-1,0,Perennial,weed,OBL,FAC*,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUCO2,Rumex conglomeratus,Rumex,conglomeratus,"dock, Clustered",NA,"2,7",GW dependent,0,-1,0,0,Perennial,weed,FACW,NI,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUCR,Rumex crispus,Rumex,crispus,"dock, Curly",NA,"1,2,3,4,5,6,7,8",GW dependent,-1,-1,-1,0,Perennial,weed,FACW-,FACW,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Rosales,Rosaceae,RUDI2,Rubus discolor,Rubus,discolor,"blackberry, Himalayan",Rubus armeniacus,7,GW dependent,-1,0,-1,0,Perennial,weed,FACW*,NI,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUFU3,Rumex fueginus,Rumex,fueginus,"dock, Golden",NA,"2,3",GW dependent,0,-1,0,0,Annual/Biennial,forb,OBL,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,RULE,Rubus leucodermis,Rubus,leucodermis,"raspberry, Blackcap",NA,6,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Polygonales,Polygonaceae,RUMA4,Rumex maritimus,Rumex,maritimus,"dock, Golden",Rumex fueginus,"2,3",GW dependent,0,-1,0,0,Annual/Biennial,forb,OBL,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Melanthiales,Melanthiaceae,RUMA5,Ruppia maritima,Ruppia,maritima,"ditch-grass, Widgeon",NA,"2,3,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUMEX,Rumex sp.,Rumex,sp,Dock/Sorrel,NA,"4,8",GW dependent,0,-1,-1,0,Annual/Biennial/Perennial,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Melanthiales,Melanthiaceae,RUPPI,Ruppia sp.,Ruppia,sp,Ditch-grass,NA,7,GW dependent,0,0,0,0,Perennial,forb,n/a,n/a,4,NA,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Rosales,Rosaceae,RUPR,Rubus procerus,Rubus,procerus,"blackberry, Himalayan",Rubus armeniacus,7,GW dependent,0,0,0,0,Perennial,weed,FACW*,NI,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUSA,Rumex salicifolius,Rumex,salicifolius,"dock, Willow",NA,"4,7",GW dependent,0,-1,-1,0,Perennial,weed,OBL,FAC*,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Polygonales,Polygonaceae,RUSAD,Rumex salicifolius var. denticulatus,Rumex,salicifolius,"dock, Toothed willow",Rumex californicus,"2,4,7",GW dependent,0,-1,-1,0,Perennial,weed,OBL,FAC*,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,RUVI,Rumex violascens,Rumex,violascens,"dock, Violet",NA,6,GW dependent,0,-1,0,0,Annual/Biennial,forb,FACW*,NO,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,RYSE,Rytidosperma semiannulare,Rytidosperma,semiannulare,"grass, Tasmanian wallaby",NA,1,0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Caryophyllales,Phrymaceae,SABA14,Sarcobatus baileyi,Sarcobatus,baileyi,Bailey's greasewood,NA,1,GW dependent,0,0,0,0,Perennial,shrub,FACU,FACU*,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Salicales,Salicaceae,SABA2,Salix babylonica,Salix,babylonica,"willow, Weeping",NA,7,GW dependent,0,0,0,0,Perennial,weed,FACW-,FACW,2,Non-native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,SACO6,Salvia columbariae,Salvia,columbariae,Chia,NA,"1,2,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,SADO4,Salvia dorrii,Salvia,dorrii,"sage, Dorr's/Purple",NA,"1,2",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
